0,1,2,3,4,5,6,7,8,9,10,11
12899,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
12900,ASIAN-SOUTH,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,3471,ONTARIO,UNKNOWN,CATHOLIC - ROMA
12901,BLACK,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,1642,ONTARIO,COMMON LAW,NONE
12902,WHITE,Non Indigenous,FEMALE,22,Incarcerated,,DETERMINATE,1009,NOVA SCOTIA,SINGLE,NOT STATED
12903,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,ALBERTA,DIVORCED,DRUIDRY PAGAN
12904,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,3651,QUEBEC,MARRIED,CATH NON-SPEC
12905,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,914,ALBERTA,COMMON LAW,
12906,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
12907,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1400,QUEBEC,SINGLE,CATH NON-SPEC
12908,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1861,QUEBEC,COMMON LAW,PROT NON-SPEC
12909,METIS,Indigenous,MALE,25,Incarcerated,,DETERMINATE,2191,ALBERTA,SINGLE,CATHOLIC - ROMA
12910,WHITE,Non Indigenous,MALE,44,Supervised,DP,DETERMINATE,1186,NFLD AND LAB,SINGLE,OTHER
12911,ARAB/WEST ASIAN,Non Indigenous,MALE,20,Supervised,FP,DETERMINATE,730,ALBERTA,SINGLE,MUSLIM
12912,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1253,ALBERTA,SINGLE,CHRI NON SPEC
12913,ASIAN-SOUTH,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,7305,BRITISH COLUMBIA,MARRIED,HINDU
12914,,Non Indigenous,MALE,38,Supervised,DP,DETERMINATE,1490,ONTARIO,UNKNOWN,
12915,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,COMMON LAW,ATHEIST
12916,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12917,ASIAN-SOUTH,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,2126,BRITISH COLUMBIA,COMMON LAW,BUDDHIST
12918,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,913,NEW BRUNSWICK,COMMON LAW,
12919,WHITE,Non Indigenous,MALE,28,Supervised,FP,DETERMINATE,1749,MANITOBA,SINGLE,PROT NON-SPEC
12920,WHITE,Non Indigenous,MALE,30,Supervised,DP,DETERMINATE,851,BRITISH COLUMBIA,UNKNOWN,
12921,WHITE,Non Indigenous,MALE,62,Supervised,SR,DETERMINATE,1688,QUEBEC,COMMON LAW,CATH NON-SPEC
12922,NORTH AMERICAN,Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,PENTECOSTAL ASS
12923,WHITE,Non Indigenous,FEMALE,36,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,CHRI NON SPEC
12924,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,3398,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
12925,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,730,ONTARIO,UNKNOWN,NOT STATED
12926,,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2379,ONTARIO,UNKNOWN,
12927,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1736,ONTARIO,COMMON LAW,CHRISTIAN REFOR
12928,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,1826,ALBERTA,COMMON LAW,NONE
12929,NORTH AMERICAN,Indigenous,MALE,42,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,NONE
12930,BLACK,Non Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
12931,,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,731,ALBERTA,SINGLE,MUSLIM
12932,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,928,QUEBEC,COMMON LAW,CATH NON-SPEC
12933,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,ATHEIST
12934,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
12935,S. E. ASIAN,Non Indigenous,MALE,56,Supervised,FP,DETERMINATE,1096,ALBERTA,MARRIED,BUDDHIST
12936,NORTH AMERICAN,Indigenous,FEMALE,48,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
12937,BLACK,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,MUSLIM
12938,ASIAN-SOUTH,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,986,BRITISH COLUMBIA,SINGLE,BUDDHIST
12939,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
12940,METIS,Indigenous,MALE,34,Incarcerated,,DETERMINATE,3470,ONTARIO,SINGLE,NONE
12941,NORTH AMERICAN,Indigenous,MALE,39,Supervised,LTSO,DETERMINATE,1827,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
12942,WHITE,Non Indigenous,MALE,49,Supervised,SR,DETERMINATE,1643,ONTARIO,MARRIED,CATHOLIC - ROMA
12943,METIS,Indigenous,MALE,44,Supervised,SR,DETERMINATE,1096,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
12944,BLACK,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,853,ONTARIO,COMMON LAW,MUSLIM
12945,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1370,NOVA SCOTIA,SINGLE,NONE
12946,WHITE,Non Indigenous,MALE,66,Supervised,DP,DETERMINATE,1096,QUEBEC,DIVORCED,CATH NON-SPEC
12947,NORTH AMERICAN,Indigenous,MALE,48,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,
12948,WHITE,Non Indigenous,MALE,52,Supervised,SR,DETERMINATE,1979,QUEBEC,SINGLE,CATH NON-SPEC
12949,WHITE,Non Indigenous,MALE,58,Supervised,FP,DETERMINATE,3652,ONTARIO,MARRIED,CATHOLIC - ROMA
12950,NORTH AMERICAN,Indigenous,MALE,41,Supervised,SR,DETERMINATE,950,ALBERTA,SEPARATED,NOT STATED
12951,UNABLE SPECIFY,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1703,MANITOBA,COMMON LAW,NONE
12952,NORTH AMERICAN,Indigenous,MALE,25,Supervised,SR,DETERMINATE,1126,ONTARIO,SINGLE,NONE
12953,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,COMMON LAW,CATH NON-SPEC
12954,WHITE,Non Indigenous,MALE,53,Supervised,FP,DETERMINATE,1461,NOVA SCOTIA,COMMON LAW,NOT STATED
12955,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1978,ALBERTA,MARRIED,CATH NON-SPEC
12956,ASIATIC,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,2405,ALBERTA,COMMON LAW,NONE
12957,METIS,Indigenous,MALE,44,Supervised,SR,DETERMINATE,2099,QUEBEC,COMMON LAW,CATH NON-SPEC
12958,METIS,Indigenous,MALE,56,Supervised,SR,DETERMINATE,3652,SASKATCHEWAN,COMMON LAW,CATHOLIC - ROMA
12959,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1296,SASKATCHEWAN,COMMON LAW,NOT STATED
12960,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,1147,QUEBEC,COMMON LAW,CATH NON-SPEC
12961,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1798,ONTARIO,DIVORCED,
12962,METIS,Indigenous,MALE,69,Incarcerated,,DETERMINATE,1781,QUEBEC,MARRIED,CATH NON-SPEC
12963,METIS,Indigenous,MALE,46,Supervised,SR,DETERMINATE,4018,SASKATCHEWAN,SINGLE,CHRISTIAN & MIS
12964,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),PROT NON-SPEC
12965,WHITE,Non Indigenous,MALE,52,Supervised,LTSO,DETERMINATE,2099,QUEBEC,COMMON LAW,CATH NON-SPEC
12966,NORTH AMERICAN,Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12967,NORTH AMERICAN,Indigenous,MALE,44,Incarcerated,,DETERMINATE,2771,SASKATCHEWAN,COMMON LAW,
12968,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2099,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
12969,WHITE,Non Indigenous,MALE,54,Supervised,SR,DETERMINATE,1461,ALBERTA,DIVORCED,NOT STATED
12970,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2526,MANITOBA,COMMON LAW,ATHEIST
12971,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,2373,ALBERTA,COMMON LAW,MUSLIM
12972,METIS,Indigenous,MALE,25,Incarcerated,,DETERMINATE,2496,MANITOBA,SINGLE,NATIVE SPIRITUA
12973,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1645,ALBERTA,SINGLE,NOT STATED
12974,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
12975,METIS,Indigenous,MALE,41,Incarcerated,,DETERMINATE,2983,MANITOBA,SINGLE,NONE
12976,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1459,ALBERTA,SEPARATED,OTHER
12977,BLACK,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,3833,ONTARIO,COMMON LAW,MUSLIM
12978,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,5607,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
12979,WHITE,Non Indigenous,MALE,68,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,SINGLE,CATH NON-SPEC
12980,WHITE,Non Indigenous,MALE,71,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,NONE
12981,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,1461,ONTARIO,MARRIED,NONE
12982,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1303,ONTARIO,SINGLE,NATIVE SPIRITUA
12983,,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,1461,ONTARIO,UNKNOWN,
12984,METIS,Indigenous,FEMALE,28,Supervised,DP,DETERMINATE,806,ONTARIO,SINGLE,ATHEIST
12985,WHITE,Non Indigenous,MALE,41,Supervised,FP,DETERMINATE,1101,ONTARIO,UNKNOWN,
12986,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,DETERMINATE,730,MANITOBA,SINGLE,NATIVE SPIRITUA
12987,CHINESE,Non Indigenous,MALE,40,Supervised,DP,DETERMINATE,912,ONTARIO,SINGLE,NONE
12988,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1461,NEW BRUNSWICK,COMMON LAW,BAPTIST
12989,WHITE,Non Indigenous,MALE,22,Supervised,FP,DETERMINATE,835,NFLD AND LAB,SINGLE,
12990,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2984,BRITISH COLUMBIA,UNKNOWN,NATIVE SPIRITUA
12991,BLACK,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,731,NOVA SCOTIA,COMMON LAW,BAPTIST
12992,WHITE,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,DIVORCED,NOT STATED
12993,NORTH AMERICAN,Indigenous,MALE,41,Incarcerated,,DETERMINATE,853,QUEBEC,SINGLE,CATH NON-SPEC
12994,NORTH AMERICAN,Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12995,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1643,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
12996,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,10413,QUEBEC,COMMON LAW,SUFIISM
12997,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,MARRIED,PROT NON-SPEC
12998,WHITE,Non Indigenous,MALE,55,Supervised,DP,DETERMINATE,1461,ONTARIO,MARRIED,CHRI NON SPEC
12999,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,
13000,NORTH AMERICAN,Indigenous,MALE,39,Supervised,DP,DETERMINATE,1279,QUEBEC,COMMON LAW,NONE
13001,WHITE,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,761,ALBERTA,COMMON LAW,NOT STATED
13002,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,ALBERTA,DIVORCED,PROT NON-SPEC
13003,WHITE,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,1065,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
13004,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,1892,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
13005,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2948,ALBERTA,COMMON LAW,CATH NON-SPEC
13006,NORTH AMERICAN,Indigenous,MALE,21,Incarcerated,,DETERMINATE,1035,ONTARIO,COMMON LAW,NATIVE SPIRITUA
13007,WHITE,Non Indigenous,MALE,66,Supervised,SR,DETERMINATE,1826,BRITISH COLUMBIA,SINGLE,BUDDHIST
13008,WHITE,Non Indigenous,MALE,77,Incarcerated,,DETERMINATE,2010,QUEBEC,WIDOW(ER),CATH NON-SPEC
13009,WHITE,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1172,QUEBEC,COMMON LAW,CATH NON-SPEC
13010,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1095,ONTARIO,UNKNOWN,NOT STATED
13011,NORTH AMERICAN,Indigenous,MALE,56,Incarcerated,,DETERMINATE,912,SASKATCHEWAN,COMMON LAW,CATH NON-SPEC
13012,METIS,Indigenous,MALE,60,Supervised,SR,DETERMINATE,5479,NEW BRUNSWICK,DIVORCED,SUFIISM
13013,,Non Indigenous,MALE,40,Supervised,DP,DETERMINATE,914,MANITOBA,MARRIED,CATHOLIC - ROMA
13014,METIS,Indigenous,MALE,30,Incarcerated,,DETERMINATE,747,ALBERTA,SINGLE,CATHOLIC - ROMA
13015,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1948,BRITISH COLUMBIA,UNKNOWN,
13016,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2420,QUEBEC,SINGLE,CATH NON-SPEC
13017,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,5323,ALBERTA,SINGLE,CHRI NON SPEC
13018,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1373,NEW BRUNSWICK,SINGLE,MUSLIM
13019,WHITE,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,734,NFLD AND LAB,SEPARATED,
13020,WHITE,Non Indigenous,MALE,71,Supervised,FP,DETERMINATE,917,NEW BRUNSWICK,WIDOW(ER),UNITED CHURCH
13021,BLACK,Non Indigenous,MALE,60,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
13022,ARAB/WEST ASIAN,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,MUSLIM
13023,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1780,QUEBEC,COMMON LAW,CATHOLIC - ROMA
13024,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,COMMON LAW,CATH NON-SPEC
13025,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,BAPTIST
13026,WHITE,Non Indigenous,MALE,47,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
13027,WHITE,Non Indigenous,MALE,58,Supervised,SR,DETERMINATE,8157,ONTARIO,SINGLE,CHRISTIAN REFOR
13028,WHITE,Non Indigenous,MALE,76,Supervised,FP,INDETERMINATE,0,ALBERTA,DIVORCED,ANGLICAN(EPIS.
13029,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
13030,METIS,Indigenous,MALE,44,Supervised,DP,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
13031,NORTH AMERICAN,Indigenous,MALE,52,Supervised,SR,DETERMINATE,731,ONTARIO,UNKNOWN,NATIVE SPIRITUA
13032,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CATHOLIC - ROMA
13033,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,737,SASKATCHEWAN,SINGLE,NOT STATED
13034,WHITE,Non Indigenous,MALE,42,Supervised,FP,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
13035,EURO.-EASTERN,Non Indigenous,FEMALE,54,Incarcerated,,INDETERMINATE,0,ALBERTA,MARRIED,PENTECOSTAL ASS
13036,BLACK,Non Indigenous,MALE,54,Supervised,SR,DETERMINATE,1096,ONTARIO,MARRIED,CATHOLIC - ROMA
13037,,Non Indigenous,MALE,29,Supervised,DP,DETERMINATE,1095,SASKATCHEWAN,COMMON LAW,
13038,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,900,ONTARIO,UNKNOWN,
13039,WHITE,Non Indigenous,MALE,75,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
13040,NORTH AMERICAN,Indigenous,FEMALE,23,Incarcerated,,DETERMINATE,1067,ALBERTA,SINGLE,
13041,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,NONE
13042,WHITE,Non Indigenous,MALE,52,Supervised,FP,DETERMINATE,731,ONTARIO,UNKNOWN,
13043,WHITE,Non Indigenous,FEMALE,44,Incarcerated,,DETERMINATE,911,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
13044,,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,910,SASKATCHEWAN,UNKNOWN,
13045,WHITE,Non Indigenous,MALE,52,Supervised,LTSO,DETERMINATE,1461,ONTARIO,SINGLE,PROT NON-SPEC
13046,,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,1827,ONTARIO,UNKNOWN,
13047,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,2743,SASKATCHEWAN,COMMON LAW,CATHOLIC - ROMA
13048,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1102,ONTARIO,UNKNOWN,NATIVE SPIRITUA
13049,MULTIRAC/ETHNIC,Non Indigenous,FEMALE,28,Incarcerated,,DETERMINATE,2830,BRITISH COLUMBIA,SINGLE,WICCA
13050,WHITE,Non Indigenous,MALE,31,Supervised,SR,DETERMINATE,949,QUEBEC,COMMON LAW,CATHOLIC - ROMA
13051,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,730,ONTARIO,DIVORCED,CHRI NON SPEC
13052,SOUTH ASIAN,Non Indigenous,MALE,47,Supervised,SR,DETERMINATE,1826,ONTARIO,MARRIED,CATHOLIC - ROMA
13053,METIS,Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13054,,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1506,ONTARIO,UNKNOWN,
13055,ASI-E/SOUTHEAST,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,2336,BRITISH COLUMBIA,SEPARATED,CHRI NON SPEC
13056,BLACK,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,1583,ONTARIO,COMMON LAW,NONE
13057,BLACK,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,2099,QUEBEC,DIVORCED,CATH NON-SPEC
13058,WHITE,Non Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
13059,NORTH AMERICAN,Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NATIVE SPIRITUA
13060,NORTH AMERICAN,Indigenous,MALE,29,Supervised,SR,DETERMINATE,4199,MANITOBA,COMMON LAW,NONE
13061,WHITE,Non Indigenous,MALE,53,Supervised,DP,DETERMINATE,1644,QUEBEC,DIVORCED,CATH NON-SPEC
13062,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,1369,QUEBEC,SINGLE,CATH NON-SPEC
13063,WHITE,Non Indigenous,FEMALE,31,Incarcerated,,DETERMINATE,808,NOVA SCOTIA,SINGLE,
13064,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1280,ALBERTA,COMMON LAW,JUDAISM
13065,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,1695,ONTARIO,SINGLE,PENTECOSTAL (4
13066,S. E. ASIAN,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,1491,ONTARIO,SINGLE,NONE
13067,NORTH AMERICAN,Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),NATIVE SPIRITUA
13068,BLACK,Non Indigenous,MALE,26,Supervised,FP,DETERMINATE,1857,NEW BRUNSWICK,COMMON LAW,CHRI NON SPEC
13069,WHITE,Non Indigenous,MALE,82,Supervised,FP,DETERMINATE,2922,ONTARIO,MARRIED,CATHOLIC - ROMA
13070,CHINESE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,3410,SASKATCHEWAN,MARRIED,
13071,WHITE,Non Indigenous,MALE,52,Supervised,FP,DETERMINATE,2191,ONTARIO,DIVORCED,JUDAISM
13072,WHITE,Non Indigenous,MALE,73,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,OTHER
13073,SOUTH ASIAN,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,SIKH
13074,SUB-SAHARA AFRI,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,942,ALBERTA,COMMON LAW,
13075,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13076,BLACK,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,OTHER
13077,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,3163,NEW BRUNSWICK,COMMON LAW,JEHOVAH'S WITNE
13078,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1096,BRITISH COLUMBIA,SINGLE,SEVENTH DAY ADV
13079,NORTH AMERICAN,Indigenous,MALE,39,Supervised,FP,DETERMINATE,1462,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
13080,WHITE,Non Indigenous,MALE,71,Incarcerated,,DETERMINATE,914,QUEBEC,COMMON LAW,CATH NON-SPEC
13081,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,2387,ONTARIO,SINGLE,NONE
13082,WHITE,Non Indigenous,MALE,68,Supervised,SR,DETERMINATE,3011,QUEBEC,SINGLE,CATH NON-SPEC
13083,BLACK,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1461,ONTARIO,UNKNOWN,
13084,MULTIRAC/ETHNIC,Non Indigenous,FEMALE,29,Incarcerated,,DETERMINATE,1034,ALBERTA,SINGLE,
13085,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13086,WHITE,Non Indigenous,MALE,66,Supervised,DP,DETERMINATE,1827,BRITISH COLUMBIA,DIVORCED,BUDDHIST
13087,WHITE,Non Indigenous,MALE,54,Supervised,FP,DETERMINATE,1977,PRINCE EDWARD ISLAND,MARRIED,ANGLICAN(EPIS.
13088,METIS,Indigenous,MALE,56,Supervised,SR,DETERMINATE,1234,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
13089,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2861,SASKATCHEWAN,SINGLE,NONE
13090,WHITE,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,1232,ONTARIO,COMMON LAW,CATHOLIC - ROMA
13091,WHITE,Non Indigenous,MALE,51,Supervised,SR,DETERMINATE,731,ALBERTA,COMMON LAW,NONE
13092,WHITE,Non Indigenous,MALE,60,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13093,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,PENTECOSTAL ASS
13094,WHITE,Non Indigenous,FEMALE,35,Supervised,DP,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,
13095,NORTH AMERICAN,Indigenous,MALE,38,Supervised,DP,DETERMINATE,731,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
13096,ASIAN-SOUTH,Non Indigenous,MALE,24,Supervised,SR,DETERMINATE,731,ALBERTA,SINGLE,SIKH
13097,,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,2420,ONTARIO,UNKNOWN,
13098,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,901,QUEBEC,COMMON LAW,CATH NON-SPEC
13099,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
13100,WHITE,Non Indigenous,MALE,86,Incarcerated,,DETERMINATE,1277,QUEBEC,SINGLE,CATHOLIC - ROMA
13101,WHITE,Non Indigenous,MALE,53,Supervised,SR,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
13102,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1614,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
13103,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,DETERMINATE,1216,BRITISH COLUMBIA,SINGLE,NONE
13104,,Non Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,ONTARIO,UNKNOWN,
13105,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,5153,QUEBEC,SINGLE,ATHEIST
13106,NORTH AMERICAN,Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13107,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,1278,ONTARIO,MARRIED,PROT NON-SPEC
13108,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1354,ONTARIO,UNKNOWN,NONE
13109,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1827,QUEBEC,SINGLE,CATH NON-SPEC
13110,WHITE,Non Indigenous,MALE,43,Supervised,FP,DETERMINATE,915,QUEBEC,COMMON LAW,CATH NON-SPEC
